,x,,,,214290_s_at,ACAA1,2.340004946,,,,
217025_s_at,0.681273239,,,,,,,,,,
210826_x_at,0.681378456,,,,,,,,,,
210465_s_at,0.681498193,,,,,,,,,,
225850_at,0.681643359,,,,,,,,,,
1557248_at,0.681662913,,,,,,,,,,
214020_x_at,0.682042377,,,,,,,,,,
215013_s_at,0.682051034,,,,,,,,,,
211994_at,0.68210654,,,,,,,,,,
218001_at,0.682895488,,,,,,,,,,
200744_s_at,0.683676107,,,,,,,,,,
238490_at,0.684502237,,,,,,,,,,
202135_s_at,0.684628459,,,,,,,,,,
243431_at,0.68485341,,,,,,,,,,
208819_at,0.684854486,,,,,,,,,,
232278_s_at,0.684885708,,,,,,,,,,
1554438_at,0.685340061,,,,,,,,,,
232778_at,0.685460152,,,,,,,,,,
201531_at,0.685628433,,,,,,,,,,
215212_at,0.685636021,,,,,,,,,,
208779_x_at,0.685646456,,,,,,,,,,
227121_at,0.685686702,,,,,,,,,,
228640_at,0.685786191,,,,,,,,,,
212021_s_at,0.685828064,,,,,,,,,,
201021_s_at,0.686173779,,,,,,,,,,
1554397_s_at,0.686713859,,,,,,,,,,
235698_at,0.687154705,,,,,,,,,,
203312_x_at,0.687792424,,,,,,,,,,
216194_s_at,0.687925519,,,,,,,,,,
218714_at,0.688266334,,,,,,,,,,
204108_at,0.68864912,,,,,,,,,,
237218_at,0.688719336,,,,,,,,,,
223528_s_at,0.688751568,,,,,,,,,,
203588_s_at,0.688764955,,,,,,,,,,
239131_at,0.688857499,,,,,,,,,,
213038_at,0.688980639,,,,,,,,,,
203357_s_at,0.689055083,,,,,,,,,,
217855_x_at,0.689249202,,,,,,,,,,
217861_s_at,0.689290625,,,,,,,,,,
202514_at,0.68929559,,,,,,,,,,
201341_at,0.689342148,,,,,,,,,,
225859_at,0.689396888,,,,,,,,,,
201288_at,0.689567729,,,,,,,,,,
1558330_x_at,0.690085076,,,,,,,,,,
203718_at,0.69018058,,,,,,,,,,
201379_s_at,0.690454614,,,,,,,,,,
225191_at,0.690464568,,,,,,,,,,
203220_s_at,0.69061786,,,,,,,,,,
217785_s_at,0.691145653,,,,,,,,,,
203199_s_at,0.691186689,,,,,,,,,,
1557915_s_at,0.691646065,,,,,,,,,,
219571_s_at,0.691839997,,,,,,,,,,
64371_at,0.691955346,,,,,,,,,,
232440_at,0.691959516,,,,,,,,,,
200900_s_at,0.692535937,,,,,,,,,,
240457_at,0.692634455,,,,,,,,,,
1569150_x_at,0.692637614,,,,,,,,,,
202129_s_at,0.692986796,,,,,,,,,,
229704_at,0.693061677,,,,,,,,,,
205394_at,0.693488473,,,,,,,,,,
221432_s_at,0.693604694,,,,,,,,,,
242886_at,0.693628333,,,,,,,,,,
233271_at,0.694241055,,,,,,,,,,
215535_s_at,0.694308055,,,,,,,,,,
215138_s_at,0.695099932,,,,,,,,,,
214731_at,0.695196687,,,,,,,,,,
201262_s_at,0.69522889,,,,,,,,,,
242282_at,0.695233044,,,,,,,,,,
241965_at,0.695564112,,,,,,,,,,
232075_at,0.695567881,,,,,,,,,,
212538_at,0.695661019,,,,,,,,,,
211681_s_at,0.695968318,,,,,,,,,,
221079_s_at,0.696740798,,,,,,,,,,
1559882_at,0.697332887,,,,,,,,,,
225119_at,0.698111017,,,,,,,,,,
207722_s_at,0.698261191,,,,,,,,,,
200967_at,0.698314807,,,,,,,,,,
210547_x_at,0.698535766,,,,,,,,,,
201322_at,0.698843198,,,,,,,,,,
1554966_a_at,0.698967723,,,,,,,,,,
236814_at,0.699022331,,,,,,,,,,
218384_at,0.699368157,,,,,,,,,,
208824_x_at,0.699764176,,,,,,,,,,
208929_x_at,0.700027868,,,,,,,,,,
1557938_s_at,0.700059473,,,,,,,,,,
202899_s_at,0.700164109,,,,,,,,,,
214080_x_at,0.700381279,,,,,,,,,,
219151_s_at,0.700785312,,,,,,,,,,
220338_at,0.701240538,,,,,,,,,,
204126_s_at,0.701745213,,,,,,,,,,
225508_at,0.701941242,,,,,,,,,,
201979_s_at,0.702385384,,,,,,,,,,
217393_x_at,0.702402261,,,,,,,,,,
225610_at,0.70305148,,,,,,,,,,
1552275_s_at,0.703107682,,,,,,,,,,
228204_at,0.703237031,,,,,,,,,,
227677_at,0.703774034,,,,,,,,,,
201564_s_at,0.704011265,,,,,,,,,,
32836_at,0.704379235,,,,,,,,,,
202308_at,0.705179291,,,,,,,,,,
202472_at,0.705392316,,,,,,,,,,
201064_s_at,0.705527524,,,,,,,,,,
1566142_at,0.70616191,,,,,,,,,,
232312_at,0.706469133,,,,,,,,,,
211654_x_at,0.707372006,,,,,,,,,,
212172_at,0.707635923,,,,,,,,,,
202643_s_at,0.707872606,,,,,,,,,,
1554747_a_at,0.707898251,,,,,,,,,,
224575_at,0.708375342,,,,,,,,,,
212023_s_at,0.708459747,,,,,,,,,,
217253_at,0.708733973,,,,,,,,,,
206544_x_at,0.709034784,,,,,,,,,,
229467_at,0.710103195,,,,,,,,,,
216976_s_at,0.710159892,,,,,,,,,,
210685_s_at,0.710950277,,,,,,,,,,
201403_s_at,0.711342981,,,,,,,,,,
207606_s_at,0.711799137,,,,,,,,,,
232309_at,0.712141504,,,,,,,,,,
226405_s_at,0.712287273,,,,,,,,,,
208761_s_at,0.712557398,,,,,,,,,,
1561956_at,0.713108039,,,,,,,,,,
201080_at,0.7132237,,,,,,,,,,
235577_at,0.713236037,,,,,,,,,,
204980_at,0.713509696,,,,,,,,,,
202130_at,0.713888363,,,,,,,,,,
210854_x_at,0.71399147,,,,,,,,,,
234604_at,0.714087201,,,,,,,,,,
241734_at,0.714113438,,,,,,,,,,
204060_s_at,0.714255989,,,,,,,,,,
224448_s_at,0.714390495,,,,,,,,,,
221869_at,0.714598871,,,,,,,,,,
232304_at,0.714690566,,,,,,,,,,
233364_s_at,0.714803879,,,,,,,,,,
208786_s_at,0.714927257,,,,,,,,,,
201069_at,0.715022933,,,,,,,,,,
217866_at,0.71530781,,,,,,,,,,
212203_x_at,0.716143986,,,,,,,,,,
212378_at,0.716978217,,,,,,,,,,
211098_x_at,0.717210386,,,,,,,,,,
201534_s_at,0.717265776,,,,,,,,,,
220760_x_at,0.717305283,,,,,,,,,,
227745_at,0.717680752,,,,,,,,,,
211796_s_at,0.717727443,,,,,,,,,,
237209_s_at,0.718296383,,,,,,,,,,
223482_at,0.718574922,,,,,,,,,,
1568865_at,0.719797866,,,,,,,,,,
203790_s_at,0.719857131,,,,,,,,,,
222884_at,0.719867728,,,,,,,,,,
242673_at,0.719999396,,,,,,,,,,
210627_s_at,0.720163585,,,,,,,,,,
218002_s_at,0.720168847,,,,,,,,,,
231005_at,0.72022374,,,,,,,,,,
219816_s_at,0.72125909,,,,,,,,,,
214011_s_at,0.721271688,,,,,,,,,,
213523_at,0.721327128,,,,,,,,,,
1559425_at,0.72171025,,,,,,,,,,
1555829_at,0.721710524,,,,,,,,,,
209773_s_at,0.721793287,,,,,,,,,,
213126_at,0.721797314,,,,,,,,,,
202361_at,0.722267723,,,,,,,,,,
1554489_a_at,0.722310025,,,,,,,,,,
238768_at,0.722358675,,,,,,,,,,
212305_s_at,0.722439491,,,,,,,,,,
225664_at,0.722704007,,,,,,,,,,
1559148_at,0.72323593,,,,,,,,,,
222700_at,0.72325049,,,,,,,,,,
244286_at,0.723256726,,,,,,,,,,
225425_s_at,0.723353723,,,,,,,,,,
203921_at,0.72352705,,,,,,,,,,
218481_at,0.723894307,,,,,,,,,,
243388_at,0.723931976,,,,,,,,,,
212380_at,0.724053231,,,,,,,,,,
201585_s_at,0.724100047,,,,,,,,,,
232637_at,0.725328897,,,,,,,,,,
230669_at,0.725362665,,,,,,,,,,
203454_s_at,0.72549103,,,,,,,,,,
220617_s_at,0.725667905,,,,,,,,,,
219618_at,0.725733701,,,,,,,,,,
226840_at,0.725951699,,,,,,,,,,
208860_s_at,0.72625565,,,,,,,,,,
222820_at,0.727145515,,,,,,,,,,
207573_x_at,0.727362276,,,,,,,,,,
204149_s_at,0.72760623,,,,,,,,,,
218634_at,0.728488451,,,,,,,,,,
209113_s_at,0.728567891,,,,,,,,,,
212228_s_at,0.728621128,,,,,,,,,,
244046_at,0.728699633,,,,,,,,,,
201469_s_at,0.72881043,,,,,,,,,,
212966_at,0.728932147,,,,,,,,,,
201221_s_at,0.729825707,,,,,,,,,,
200839_s_at,0.730182476,,,,,,,,,,
221730_at,0.730728737,,,,,,,,,,
224812_at,0.731026288,,,,,,,,,,
203723_at,0.731112477,,,,,,,,,,
218136_s_at,0.731224197,,,,,,,,,,
243338_at,0.731602052,,,,,,,,,,
205273_s_at,0.73195318,,,,,,,,,,
210368_at,0.732143018,,,,,,,,,,
202784_s_at,0.732230867,,,,,,,,,,
225750_at,0.732277182,,,,,,,,,,
200819_s_at,0.732606205,,,,,,,,,,
204066_s_at,0.733197098,,,,,,,,,,
205745_x_at,0.733313723,,,,,,,,,,
208852_s_at,0.733365224,,,,,,,,,,
204268_at,0.733879036,,,,,,,,,,
214182_at,0.734371991,,,,,,,,,,
1554638_at,0.734677784,,,,,,,,,,
39313_at,0.734757711,,,,,,,,,,
225617_at,0.734761504,,,,,,,,,,
220987_s_at,0.734990323,,,,,,,,,,
202686_s_at,0.735062391,,,,,,,,,,
228877_at,0.735344205,,,,,,,,,,
203826_s_at,0.735545031,,,,,,,,,,
200959_at,0.736075584,,,,,,,,,,
212399_s_at,0.73609392,,,,,,,,,,
1555303_at,0.736120104,,,,,,,,,,
202149_at,0.736163995,,,,,,,,,,
228729_at,0.736487451,,,,,,,,,,
224787_s_at,0.736707024,,,,,,,,,,
210186_s_at,0.73714916,,,,,,,,,,
202008_s_at,0.737260213,,,,,,,,,,
205107_s_at,0.737458639,,,,,,,,,,
211075_s_at,0.737720115,,,,,,,,,,
204031_s_at,0.738046473,,,,,,,,,,
222679_s_at,0.738425623,,,,,,,,,,
1554761_a_at,0.739101144,,,,,,,,,,
212866_at,0.739138782,,,,,,,,,,
227371_at,0.739739681,,,,,,,,,,
1557394_at,0.740136548,,,,,,,,,,
210594_x_at,0.740187082,,,,,,,,,,
221004_s_at,0.740433382,,,,,,,,,,
212018_s_at,0.740670797,,,,,,,,,,
232665_x_at,0.740987823,,,,,,,,,,
210972_x_at,0.741001569,,,,,,,,,,
213052_at,0.741676443,,,,,,,,,,
1570266_x_at,0.742182378,,,,,,,,,,
202650_s_at,0.742466412,,,,,,,,,,
218013_x_at,0.742729996,,,,,,,,,,
221222_s_at,0.742767652,,,,,,,,,,
209212_s_at,0.742886505,,,,,,,,,,
209494_s_at,0.742944286,,,,,,,,,,
201817_at,0.743165095,,,,,,,,,,
236773_at,0.743372356,,,,,,,,,,
221809_at,0.74339015,,,,,,,,,,
233924_s_at,0.743795296,,,,,,,,,,
1053_at,0.743965101,,,,,,,,,,
1554089_s_at,0.744608079,,,,,,,,,,
233518_at,0.744858866,,,,,,,,,,
224977_at,0.744940712,,,,,,,,,,
239164_at,0.745008002,,,,,,,,,,
201005_at,0.745647943,,,,,,,,,,
1555764_s_at,0.746098286,,,,,,,,,,
204824_at,0.746205007,,,,,,,,,,
223616_at,0.746867878,,,,,,,,,,
209806_at,0.74762812,,,,,,,,,,
226520_at,0.747789798,,,,,,,,,,
212247_at,0.74815836,,,,,,,,,,
205010_at,0.748655233,,,,,,,,,,
221677_s_at,0.748993278,,,,,,,,,,
217378_x_at,0.749190172,,,,,,,,,,
226349_at,0.749307108,,,,,,,,,,
220326_s_at,0.749337451,,,,,,,,,,
212489_at,0.749372993,,,,,,,,,,
224150_s_at,0.749483917,,,,,,,,,,
218806_s_at,0.749511567,,,,,,,,,,
202183_s_at,0.749525271,,,,,,,,,,
212596_s_at,0.750349059,,,,,,,,,,
218120_s_at,0.750431027,,,,,,,,,,
205426_s_at,0.75100152,,,,,,,,,,
218967_s_at,0.751855955,,,,,,,,,,
209689_at,0.752443692,,,,,,,,,,
201459_at,0.752882359,,,,,,,,,,
232850_at,0.753414016,,,,,,,,,,
215749_s_at,0.753542521,,,,,,,,,,
221512_at,0.753594599,,,,,,,,,,
204825_at,0.754239172,,,,,,,,,,
212198_s_at,0.75433667,,,,,,,,,,
201559_s_at,0.754552145,,,,,,,,,,
225456_at,0.754786601,,,,,,,,,,
224606_at,0.754825589,,,,,,,,,,
209281_s_at,0.755013339,,,,,,,,,,
212219_at,0.75504523,,,,,,,,,,
212086_x_at,0.755110147,,,,,,,,,,
218052_s_at,0.755175679,,,,,,,,,,
223423_at,0.755518416,,,,,,,,,,
218028_at,0.755598369,,,,,,,,,,
200746_s_at,0.756127527,,,,,,,,,,
224902_at,0.756371474,,,,,,,,,,
216109_at,0.756717896,,,,,,,,,,
213771_at,0.756729509,,,,,,,,,,
1558048_x_at,0.757275298,,,,,,,,,,
217839_at,0.757443673,,,,,,,,,,
222212_s_at,0.757573135,,,,,,,,,,
201047_x_at,0.7576852,,,,,,,,,,
225245_x_at,0.757752163,,,,,,,,,,
242476_at,0.759071604,,,,,,,,,,
202931_x_at,0.759115738,,,,,,,,,,
211026_s_at,0.759482083,,,,,,,,,,
224778_s_at,0.759620989,,,,,,,,,,
209051_s_at,0.759732075,,,,,,,,,,
224662_at,0.760486963,,,,,,,,,,
232591_s_at,0.760651264,,,,,,,,,,
228955_at,0.760756122,,,,,,,,,,
212871_at,0.761076991,,,,,,,,,,
238875_at,0.761183466,,,,,,,,,,
217818_s_at,0.761215119,,,,,,,,,,
217784_at,0.761326412,,,,,,,,,,
36564_at,0.761593581,,,,,,,,,,
217281_x_at,0.761603413,,,,,,,,,,
213937_s_at,0.761785752,,,,,,,,,,
218282_at,0.761864107,,,,,,,,,,
218667_at,0.762712839,,,,,,,,,,
242260_at,0.762760071,,,,,,,,,,
200698_at,0.762875262,,,,,,,,,,
212005_at,0.762910376,,,,,,,,,,
218366_x_at,0.763027101,,,,,,,,,,
219031_s_at,0.763331698,,,,,,,,,,
224706_at,0.763866777,,,,,,,,,,
222393_s_at,0.764118956,,,,,,,,,,
215779_s_at,0.765036004,,,,,,,,,,
224609_at,0.765052273,,,,,,,,,,
217185_s_at,0.765080251,,,,,,,,,,
201932_at,0.765095682,,,,,,,,,,
221449_s_at,0.765113071,,,,,,,,,,
242903_at,0.765348484,,,,,,,,,,
217099_s_at,0.765579005,,,,,,,,,,
214992_s_at,0.766986211,,,,,,,,,,
217838_s_at,0.768010933,,,,,,,,,,
202669_s_at,0.768039245,,,,,,,,,,
1559038_at,0.768740056,,,,,,,,,,
236346_at,0.769150477,,,,,,,,,,
201875_s_at,0.769659988,,,,,,,,,,
209446_s_at,0.769785441,,,,,,,,,,
226670_s_at,0.769787324,,,,,,,,,,
215084_s_at,0.769860337,,,,,,,,,,
217934_x_at,0.769896709,,,,,,,,,,
211747_s_at,0.770033057,,,,,,,,,,
223988_x_at,0.770148582,,,,,,,,,,
210470_x_at,0.770322335,,,,,,,,,,
243149_at,0.770528866,,,,,,,,,,
1555326_a_at,0.770959674,,,,,,,,,,
212194_s_at,0.771078097,,,,,,,,,,
204071_s_at,0.77165354,,,,,,,,,,
203857_s_at,0.771853232,,,,,,,,,,
213526_s_at,0.77199347,,,,,,,,,,
219072_at,0.772511316,,,,,,,,,,
209421_at,0.7733441,,,,,,,,,,
204344_s_at,0.773415637,,,,,,,,,,
203831_at,0.773578267,,,,,,,,,,
223947_s_at,0.77383934,,,,,,,,,,
222200_s_at,0.774033311,,,,,,,,,,
224846_at,0.774079813,,,,,,,,,,
209043_at,0.774105227,,,,,,,,,,
242452_at,0.774302908,,,,,,,,,,
221139_s_at,0.774565979,,,,,,,,,,
223047_at,0.774761761,,,,,,,,,,
220955_x_at,0.77480235,,,,,,,,,,
204887_s_at,0.774915084,,,,,,,,,,
228273_at,0.77537011,,,,,,,,,,
232520_s_at,0.77565676,,,,,,,,,,
218261_at,0.775763132,,,,,,,,,,
206491_s_at,0.775909306,,,,,,,,,,
203082_at,0.775949496,,,,,,,,,,
209053_s_at,0.776019435,,,,,,,,,,
231205_at,0.776173901,,,,,,,,,,
224764_at,0.776194023,,,,,,,,,,
211695_x_at,0.776618663,,,,,,,,,,
224989_at,0.777647189,,,,,,,,,,
201801_s_at,0.777832637,,,,,,,,,,
1556186_s_at,0.778050424,,,,,,,,,,
201689_s_at,0.778539424,,,,,,,,,,
202180_s_at,0.778565058,,,,,,,,,,
229067_at,0.778596074,,,,,,,,,,
242208_at,0.77863711,,,,,,,,,,
224455_s_at,0.778758753,,,,,,,,,,
230352_at,0.779065118,,,,,,,,,,
201961_s_at,0.779069206,,,,,,,,,,
224920_x_at,0.779290399,,,,,,,,,,
225288_at,0.779481231,,,,,,,,,,
207749_s_at,0.780332312,,,,,,,,,,
229700_at,0.780755605,,,,,,,,,,
1555705_a_at,0.781063636,,,,,,,,,,
1554468_s_at,0.781065181,,,,,,,,,,
228116_at,0.781206031,,,,,,,,,,
209496_at,0.781402011,,,,,,,,,,
201593_s_at,0.78165503,,,,,,,,,,
223199_at,0.781807481,,,,,,,,,,
200692_s_at,0.782082828,,,,,,,,,,
1569312_at,0.782426707,,,,,,,,,,
208967_s_at,0.782873414,,,,,,,,,,
229038_at,0.783471993,,,,,,,,,,
214550_s_at,0.783872284,,,,,,,,,,
208369_s_at,0.784044119,,,,,,,,,,
200723_s_at,0.784167619,,,,,,,,,,
211644_x_at,0.78426764,,,,,,,,,,
221006_s_at,0.784593172,,,,,,,,,,
224577_at,0.784732724,,,,,,,,,,
1558675_s_at,0.784845354,,,,,,,,,,
201095_at,0.785237176,,,,,,,,,,
226576_at,0.785341846,,,,,,,,,,
212141_at,0.785370819,,,,,,,,,,
234660_s_at,0.785377313,,,,,,,,,,
208951_at,0.785463513,,,,,,,,,,
228623_at,0.785608351,,,,,,,,,,
211797_s_at,0.785855972,,,,,,,,,,
202806_at,0.78711355,,,,,,,,,,
208997_s_at,0.787181962,,,,,,,,,,
1566113_at,0.787522384,,,,,,,,,,
204266_s_at,0.787563779,,,,,,,,,,
224482_s_at,0.787859186,,,,,,,,,,
236700_at,0.78840566,,,,,,,,,,
205633_s_at,0.788421402,,,,,,,,,,
224298_s_at,0.789023311,,,,,,,,,,
212257_s_at,0.789156357,,,,,,,,,,
224581_s_at,0.789272873,,,,,,,,,,
209457_at,0.789490456,,,,,,,,,,
209098_s_at,0.790960415,,,,,,,,,,
213236_at,0.792025046,,,,,,,,,,
1559362_at,0.792445089,,,,,,,,,,
221591_s_at,0.792938227,,,,,,,,,,
221586_s_at,0.793338236,,,,,,,,,,
216232_s_at,0.794424073,,,,,,,,,,
237864_at,0.795239991,,,,,,,,,,
240271_at,0.795275602,,,,,,,,,,
207667_s_at,0.795678751,,,,,,,,,,
225058_at,0.795970847,,,,,,,,,,
226531_at,0.79674196,,,,,,,,,,
1555735_a_at,0.796982469,,,,,,,,,,
236355_s_at,0.797033322,,,,,,,,,,
211016_x_at,0.797047967,,,,,,,,,,
223724_s_at,0.797081148,,,,,,,,,,
202968_s_at,0.797125211,,,,,,,,,,
225436_at,0.79824311,,,,,,,,,,
242025_at,0.798243172,,,,,,,,,,
1555745_a_at,0.79856251,,,,,,,,,,
214449_s_at,0.798828828,,,,,,,,,,
214918_at,0.798872766,,,,,,,,,,
215719_x_at,0.799503014,,,,,,,,,,
231989_s_at,0.80001775,,,,,,,,,,
226048_at,0.800089747,,,,,,,,,,
212053_at,0.80021845,,,,,,,,,,
201792_at,0.8005796,,,,,,,,,,
210273_at,0.800609657,,,,,,,,,,
201383_s_at,0.801122369,,,,,,,,,,
202286_s_at,0.801465739,,,,,,,,,,
217671_at,0.801928203,,,,,,,,,,
202937_x_at,0.802202048,,,,,,,,,,
200683_s_at,0.802978921,,,,,,,,,,
212318_at,0.8033392,,,,,,,,,,
224798_s_at,0.803613419,,,,,,,,,,
219061_s_at,0.803788817,,,,,,,,,,
219125_s_at,0.803919939,,,,,,,,,,
212953_x_at,0.804507995,,,,,,,,,,
221927_s_at,0.804651897,,,,,,,,,,
216274_s_at,0.8050023,,,,,,,,,,
228245_s_at,0.806058491,,,,,,,,,,
203620_s_at,0.806322988,,,,,,,,,,
224806_at,0.806376574,,,,,,,,,,
201782_s_at,0.80647511,,,,,,,,,,
212909_at,0.806602488,,,,,,,,,,
220788_s_at,0.806968784,,,,,,,,,,
216231_s_at,0.807311636,,,,,,,,,,
232361_s_at,0.807442239,,,,,,,,,,
201697_s_at,0.808040654,,,,,,,,,,
209852_x_at,0.808307189,,,,,,,,,,
223839_s_at,0.808335162,,,,,,,,,,
220702_at,0.808445807,,,,,,,,,,
216037_x_at,0.808784787,,,,,,,,,,
240221_at,0.808957044,,,,,,,,,,
225887_at,0.809241114,,,,,,,,,,
218917_s_at,0.809492708,,,,,,,,,,
203222_s_at,0.809692685,,,,,,,,,,
241936_x_at,0.809967536,,,,,,,,,,
231772_x_at,0.810001119,,,,,,,,,,
215113_s_at,0.810237285,,,,,,,,,,
207564_x_at,0.810305288,,,,,,,,,,
1560082_at,0.810373116,,,,,,,,,,
213667_at,0.810588835,,,,,,,,,,
225530_at,0.811407908,,,,,,,,,,
203653_s_at,0.811765345,,,,,,,,,,
202005_at,0.812373404,,,,,,,,,,
219091_s_at,0.81276036,,,,,,,,,,
202528_at,0.812807029,,,,,,,,,,
204290_s_at,0.812914899,,,,,,,,,,
208872_s_at,0.813019779,,,,,,,,,,
201325_s_at,0.813381654,,,,,,,,,,
228097_at,0.813814922,,,,,,,,,,
37117_at,0.813888906,,,,,,,,,,
223271_s_at,0.814192417,,,,,,,,,,
225291_at,0.814272649,,,,,,,,,,
1557948_at,0.814702214,,,,,,,,,,
217849_s_at,0.814977855,,,,,,,,,,
208712_at,0.815141882,,,,,,,,,,
238933_at,0.815545739,,,,,,,,,,
218009_s_at,0.815867767,,,,,,,,,,
234339_s_at,0.816243101,,,,,,,,,,
225079_at,0.816388958,,,,,,,,,,
200097_s_at,0.816775302,,,,,,,,,,
210768_x_at,0.817250146,,,,,,,,,,
217893_s_at,0.817849737,,,,,,,,,,
224428_s_at,0.817913458,,,,,,,,,,
231728_at,0.818071073,,,,,,,,,,
200605_s_at,0.818102595,,,,,,,,,,
204447_at,0.818329276,,,,,,,,,,
207310_s_at,0.819144564,,,,,,,,,,
231090_s_at,0.819144779,,,,,,,,,,
208682_s_at,0.819315396,,,,,,,,,,
209017_s_at,0.819331632,,,,,,,,,,
203573_s_at,0.819958721,,,,,,,,,,
202178_at,0.819993089,,,,,,,,,,
202043_s_at,0.820084004,,,,,,,,,,
219683_at,0.820439195,,,,,,,,,,
236429_at,0.820987026,,,,,,,,,,
207196_s_at,0.821427965,,,,,,,,,,
1558093_s_at,0.821795075,,,,,,,,,,
214971_s_at,0.822551824,,,,,,,,,,
229949_at,0.822739575,,,,,,,,,,
202504_at,0.822762522,,,,,,,,,,
205988_at,0.82312231,,,,,,,,,,
202416_at,0.8235597,,,,,,,,,,
235138_at,0.823596663,,,,,,,,,,
232011_s_at,0.82393577,,,,,,,,,,
206782_s_at,0.824444198,,,,,,,,,,
230884_s_at,0.824927813,,,,,,,,,,
237064_x_at,0.824994801,,,,,,,,,,
235803_at,0.825143024,,,,,,,,,,
242968_at,0.825157977,,,,,,,,,,
1557953_at,0.825938271,,,,,,,,,,
201485_s_at,0.826173673,,,,,,,,,,
223345_at,0.826724715,,,,,,,,,,
231101_at,0.826889389,,,,,,,,,,
200889_s_at,0.827723217,,,,,,,,,,
217748_at,0.828732896,,,,,,,,,,
232204_at,0.82885238,,,,,,,,,,
1570414_x_at,0.828877958,,,,,,,,,,
226691_at,0.82928491,,,,,,,,,,
224754_at,0.829588786,,,,,,,,,,
210153_s_at,0.829612976,,,,,,,,,,
215043_s_at,0.829618522,,,,,,,,,,
222388_s_at,0.829904551,,,,,,,,,,
200050_at,0.830126063,,,,,,,,,,
207348_s_at,0.830840407,,,,,,,,,,
235056_at,0.830991523,,,,,,,,,,
212890_at,0.831095652,,,,,,,,,,
205309_at,0.831133043,,,,,,,,,,
214803_at,0.831271085,,,,,,,,,,
204285_s_at,0.831302526,,,,,,,,,,
221711_s_at,0.831648336,,,,,,,,,,
203536_s_at,0.831966612,,,,,,,,,,
211978_x_at,0.832057218,,,,,,,,,,
216883_x_at,0.832403282,,,,,,,,,,
211488_s_at,0.832621443,,,,,,,,,,
208615_s_at,0.832718666,,,,,,,,,,
204817_at,0.832766929,,,,,,,,,,
201255_x_at,0.833054291,,,,,,,,,,
227671_at,0.833400153,,,,,,,,,,
212464_s_at,0.833769598,,,,,,,,,,
200646_s_at,0.833926778,,,,,,,,,,
211964_at,0.834077778,,,,,,,,,,
208984_x_at,0.834346014,,,,,,,,,,
217534_at,0.834407087,,,,,,,,,,
209091_s_at,0.834500227,,,,,,,,,,
212859_x_at,0.834890818,,,,,,,,,,
1560776_at,0.835268872,,,,,,,,,,
207265_s_at,0.835392686,,,,,,,,,,
239559_at,0.835792785,,,,,,,,,,
205018_s_at,0.835805926,,,,,,,,,,
230027_s_at,0.83624412,,,,,,,,,,
243524_at,0.836303803,,,,,,,,,,
242228_at,0.836461843,,,,,,,,,,
209339_at,0.836565293,,,,,,,,,,
214484_s_at,0.836681237,,,,,,,,,,
218908_at,0.836926586,,,,,,,,,,
202858_at,0.837421218,,,,,,,,,,
210095_s_at,0.837637291,,,,,,,,,,
223383_at,0.837673795,,,,,,,,,,
217984_at,0.837680216,,,,,,,,,,
201555_at,0.837803206,,,,,,,,,,
211924_s_at,0.837846265,,,,,,,,,,
211612_s_at,0.837986428,,,,,,,,,,
1563111_a_at,0.838131398,,,,,,,,,,
218456_at,0.838289085,,,,,,,,,,
216115_at,0.838401178,,,,,,,,,,
230958_s_at,0.838812671,,,,,,,,,,
218267_at,0.838911302,,,,,,,,,,
223048_at,0.839037669,,,,,,,,,,
203611_at,0.839064966,,,,,,,,,,
204439_at,0.839126199,,,,,,,,,,
202223_at,0.839380976,,,,,,,,,,
224334_s_at,0.839560634,,,,,,,,,,
211752_s_at,0.839961398,,,,,,,,,,
218561_s_at,0.840045286,,,,,,,,,,
218006_s_at,0.840131044,,,,,,,,,,
225296_at,0.840461141,,,,,,,,,,
202007_at,0.840827654,,,,,,,,,,
221477_s_at,0.840885224,,,,,,,,,,
224976_at,0.84121895,,,,,,,,,,
210559_s_at,0.84125679,,,,,,,,,,
222460_s_at,0.841558465,,,,,,,,,,
211378_x_at,0.841671074,,,,,,,,,,
244043_at,0.841736426,,,,,,,,,,
218073_s_at,0.841993821,,,,,,,,,,
222454_s_at,0.842165149,,,,,,,,,,
203242_s_at,0.842845943,,,,,,,,,,
205039_s_at,0.843149797,,,,,,,,,,
207396_s_at,0.843493726,,,,,,,,,,
201225_s_at,0.843808508,,,,,,,,,,
202453_s_at,0.843927166,,,,,,,,,,
222555_s_at,0.84393332,,,,,,,,,,
212863_x_at,0.844678278,,,,,,,,,,
202152_x_at,0.844832815,,,,,,,,,,
208248_x_at,0.844899484,,,,,,,,,,
214004_s_at,0.845418637,,,,,,,,,,
224608_s_at,0.845674018,,,,,,,,,,
204998_s_at,0.846107771,,,,,,,,,,
214813_at,0.846797978,,,,,,,,,,
240616_at,0.846818585,,,,,,,,,,
223360_at,0.846963735,,,,,,,,,,
209955_s_at,0.847040607,,,,,,,,,,
224784_at,0.847143996,,,,,,,,,,
209868_s_at,0.847301706,,,,,,,,,,
212320_at,0.847303063,,,,,,,,,,
200775_s_at,0.847555821,,,,,,,,,,
1555789_s_at,0.847717422,,,,,,,,,,
226246_at,0.847977768,,,,,,,,,,
233614_at,0.848442769,,,,,,,,,,
225496_s_at,0.849475405,,,,,,,,,,
201731_s_at,0.849481378,,,,,,,,,,
1557419_a_at,0.849699922,,,,,,,,,,
221965_at,0.850216198,,,,,,,,,,
200814_at,0.8504051,,,,,,,,,,
